title,address,district,city,description,area,bedroom,bathroom,price,price_change,house_direction,balcony_direction,legal_paper,furniture,coor
"Bán căn hộ 2 ngủ DT 77m2 Full đồ giá 3,x tỷ tại chung cư Eurowindow River Park Đông Trù","['Dự án Eurowindow River Park', 'Đường 5', 'Xã Đông Hội']",Đông Anh,Hà Nội,"Hiếm căn hộ 77m² 2pn giá 3.2tỷ full đồ tại chung cư Eurowindow River Park.Một số căn khác tham khảo?- Căn 2PN, 2VS từ 67 - 77m² giá 3 tỷ.- Căn 3PN, 2VS từ 82 - 98m² giá 3.3tỷ.* Chính sách bán hàng cực hấp dẫn.- Vay ngân hàng hỗ trợ 70% GTCH (hỗ trợ lãi suất và miễn gốc trong 12 tháng).- Chiết khấu lên đến 9.5% khi thanh toán SỚM.-----------------------------------Căn hộ cao cấp Eurowindow River Park cách Hồ Gươm chỉ 15 phút đi xe.Nhà đã hoàn thiện và đi vào hoạt động chuẩn bị nhận sổ hồng trao tay.* Tiện ích dự án.- Bể bơi 4 mùa có vòm mái kính.- Trung tâm thương mại.- Vườn dạo bộ trên cao.- 137 shophouse khối đế thương mại.- 3 tầng hầm thông nhau.Cùng nhiều tiện ích đa dạng khác.Cập nhật thêm nhiều bảng hàng ưu đãi hơn liên hệ ngay: 0911 339 ***",77.0,2 phòng,2 phòng,3.2,50.0,Tây - Bắc,Đông - Nam,Hợp đồng mua bán,Đầy đủ,21.0823497772217 105.871757507324
Tôi chính chủ cần bán gấp căn 3 ngủ chung cư Stellar Garden full nội thất,"['Stellar Garden', 'số 35', 'Phố Lê Văn Thiêm', 'Phường Thanh Xuân Trung']",Thanh Xuân,Hà Nội,"Gia đình chuyển về ở với ông bà, nên muốn nhượng lại căn hộ chung cư Stellar Garden số 35 Lê Văn Thiêm.DT: 94m², 3 ngủ, 2WC.Hướng cửa Tây Nam, ban công Đông Bắc.Giá cả thương lượng trực tiếp.Liên hệ trước với tôi để xem nhà: 0979 069 *** Vân.",94.0,3 phòng,2 phòng,,17.1,Tây - Nam,Đông - Bắc,,Full nội thất.,20.9989471435547 105.804176330566
Quỹ căn STU-1N-2N-3N cắt lỗ Vinhomes Ocean Park cập nhật giá tốt nhất liên tục,"['Dự án Vinhomes Ocean Park Gia Lâm', 'Xã Dương Xá']",Gia Lâm,Hà Nội,"Bên em đang có quỹ căn chuyển nhượng giá siêu tốt chủ nhà không có nhu cầu sử dụng nên bán gấp, nhà mới chưa qua sử dụng không có nhu cầu ở nên muốn nhượng lại, ưu tiên cho anh chị khách hàng có nhu cầu ở thực hoặc mua để đầu tư cho thuê...Quý khách quan tâm xin vui lòng liên hệ trực tiếp em Thành 0981 044 ***, em sẽ tư vấn và dẫn quý khách đi xem căn hộ trực tiếp 24/7.Bảng giá cập nhật theo tháng:- Căn 31 m² (Studio) giá bán 1.360 tỷ.- Căn 46 m² (1PN + 1) giá bán 1.830 tỷ.- Căn 59 m² (2PN + 1VS) giá bán 2.216 tỷ.- Căn 67 m² (2PN + 2VS) căn giữa giá bán 2.550 tỷ.- Căn 69; 70 m² (2 PN + 2VS) căn góc, giá bán 2.7 tỷ.- Căn 80 m² (3 PN + 2VS) giá bán 3.2 tỷ.- Căn 100m² (3PN + 2VS) giá bán 4 tỷ.* Cam kết:- Tư vấn chọn căn, xem nhà thực tế, làm việc chính chủ.- Giá cam kết rẻ nhất thị trường.- Xem nhà trực tiếp 24/7.- Có ra lộc cho khách hàng đặt cọc sớm.- Hỗ trợ thủ tục nhanh gọn, pháp lý rõ ràng. Sang tên sổ đỏ chính chủ.Quý khách có nhu cầu xem nhà và mua căn hộ xin vui lòng liên hệ: Em Thành SĐT 0981 044 *** (Zalo).Quý khách hãy nhấc máy và gọi cho em, em sẽ tư vấn quỹ căn đẹp giá rẻ nhất Vinhomes Ocean park.",59.0,2 phòng,1 phòng,2.22,31.3,Nam,Đông - Nam,Sổ đỏ/ Sổ hồng,,21.0024147033691 105.964111328125
"Cần bán căn hộ chung cư Green Stars DT: 102m2, 3PN Full nội thất đẹp cao cấp, căn góc, giá 6,080 tỷ","['Green Stars', 'số 234', 'Đường Phạm Văn Đồng', 'Phường Cổ Nhuế 1']",Bắc Từ Liêm,Hà Nội,"Gia đình cần bán căn hộ 3PN chung cư Green Stars, thành phố Giao Lưu, số 234 Phạm Văn Đồng, Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội.- Căn hộ DT: 102m² thiết kế 3 phòng ngủ, 2 vệ sinh, 1 phòng khách, 1 khu bếp, 1ban công, 1 logia.- Nội thất full cao cấp cực đẹp.- Căn hộ nhà mình thuộc tòa A, căn góc, tầng trung.- Hướng cửa Tây Nam, ban công Tây Bắc - Đông Bắc.- Giá bán: 6,080 tỷ.- Căn hộ đã có sổ hồng lâu dài, sẵn sàng giao dịch.Thông tin chính xác, hình ảnh minh họa.Liên hệ: A Bằng 0978 126 ***",102.0,3 phòng,2 phòng,6.08,33.7,Tây - Nam,Tây - Bắc,Sổ đỏ/ Sổ hồng,Đầy đủ.,21.0523986816406 105.780181884766
"Bán căn hộ chung cư Hateco Yên Sở, view đẹp, tòa B căn 60.2m2 - 2 PN - 2VS - 2.95 tỷ. 0933 900 ***","['Dự án Hateco Hoàng Mai', 'Phường Yên Sở']",Hoàng Mai,Hà Nội,"Diện tích 60.2m² cụ thể:(Nhà đã có sổ đỏ, 2phòng ngủ, 2 nhà vệ sinh, 01 ban công).Chủ để lại hết đồ nội thất cơ bản, nguyên bản CĐT 1wc, chủ nhà đã sửa thành 2wc.Vị trí nằm sát đường trên cao Vành Đai 3 tiện đi lại. 500m ra công viên Yên Sở.Giá chào 2.95 tỷ có gia lộc.Lh: Mr Dương 0933 900 ***",60.0,2 phòng,2 phòng,2.95,49.0,,,Sổ đỏ/ Sổ hồng,Đầy đủ.,20.9627342224121 105.86434173584
Bán căn hộ dưới 5 tỷ diện tích hơn 100 m2 thiết kế 3PN 2WC hướng ĐN view hồ điều hòa 15ha,"['Dự án Khai Sơn City', 'Phường Ngọc Thụy']",Long Biên,Hà Nội,"Căn hộ 3 phòng ngủ view đẹp nhất dự án Khai Sơn City cách Phố Cổ chỉ 3.5 km.- Thiết kế 3 PN 2WC, ban công hướng Đông Nam view trực diện hồ điều hòa 15ha.- Đơn giá cực rẻ so với cơn sối chung cư ngoài thị trường đang là 60 - 110 tr/m².- Liền kề phố cổ, mặt bằng giá thấp nên mua ở thì giá rẻ mà đầu tư thì cơ hội tăng giá cao.- Dự án nằm trong quần thể đô thị 180ha đầy đủ tiện ích: Công viên, hồ điều hòa, trường học quốc tế, siêu thị, bệnh viện, bể bơi,...- Tiến độ vào tiền giãn, hỗ trợ lãi suất 0% trong 18 tháng.Khai Sơn City là dự án căn hộ cao cấp hiểm hoi trên thị trường mà tài chính dưới 5 tỷ sở hữu được căn hộ hơn 100m².Liên hệ em 0815 338 *** để tư vấn chi tiết.",101.5,3 phòng,2 phòng,4.8,28.5,Đông - Nam,,,,21.052268981933594 105.88481140136719
Rẻ nhất thị trường căn 1N + giá chỉ 1.750 tỷ tầng trung view thoáng tại VHOP LH 0974 878 ***,"['Dự án Vinhomes Ocean Park Gia Lâm', 'Đường 5', 'Xã Dương Xá']",Gia Lâm,Hà Nội,"Cần bán nhanh căn hộ 1pn +, 1wc giá rẻ bất ngờ tại vinhomes ocean park gia lâm giá chỉ 1.750 tỷ khu chung cư với đầy đủ tiện ích chuẩn 5 sao Châu Âu.- Diện tích căn hộ: 47m².- Sở hữu thiết tối ưu mang lại đầy đủ tính năng, tiện nghi thông minh. Không gian lãng mạn và ấm cúm như homestay, rất phù hợp cho những gia đình ít thành viên hoặc có thể đầu tư cho thuê cũng rất hợp lý.- Môi trường sống năng động hiện đại, có trường học liên cấp quốc tế Vinschool, bệnh viện, xe bus, chế độ thoải mái. Công viên cây xanh, khu vui chơi cho trẻ, sân đá bóng các loại Sông, Biển hồ nhân tạo.- Giá căn hộ chỉ: 1.750 tỷ (làm việc trực tiếp chủ nhà ạ).- Có sổ hồng cầm tay, sẵn sàng để giao dịch.- LH: 0974 878 *** để được đi xem nhà miễn phí ạ.",47.0,1 phòng,1 phòng,1.75,31.3,,,Sổ đỏ/ Sổ hồng,,21.00241470336914 105.964111328125
Ban quản lý bán quỹ căn 2 - 3 - 4 ngủ chung cư Thăng Long Number One. LH 0336 927 *** xem nhà 24/7,"['Dự án Thăng Long Number One', 'Phường Trung Hòa']",Cầu Giấy,Hà Nội,"Ban quản lý quỹ căn 2 ngủ, 3 ngủ và 4 ngủ chung cư Home City Trung Kính:- Căn hộ thiết kế 2PN 2VS.3PN 2VS 4PN 3VS full nội thất cao cấp hiện đại.- Thăng Long Number One là dự án quần thể full tiện ích, bể bơi, gym, sân chơi nội khu, vườn trẻ thơ, siêu thị, nhà trẻ...- Chất lượng xây dựng rất rất tốt.Anh chị LH xem nhà miễn phí 24/7: 0336 927 *** Em Giang.",130.0,3 phòng,2 phòng,,24.4,,,Sổ đỏ/ Sổ hồng,Đầy đủ,21.00269889831543 105.79242706298828
"Cơ hội cuối cùng để sở hữu căn studio giá 1,35 tỷ (tặng nội thất) tại VHOP LH 0974 878 ***","['Dự án Vinhomes Ocean Park Gia Lâm', 'Đường 5', 'Xã Dương Xá']",Gia Lâm,Hà Nội,"* Gia đình cần tiền nên muốn bán nhanh căn studio, giá 1.350 tỷ (tặng nội thất) tại Vinhomes Ocean Park.- Diện tích: 31m².- Căn hộ được thiết kế hiện đại, xinh xắn với đầy đủ các tiện ích đi kèm của cư dân, phù với với vợ chồng trẻ, với GĐ ít thành viên.- Giá bán: 1.350 tỷ (tặng nội thất).- Đã có sổ đỏ cầm tay.- Anh/Chị quan tâm tới căn hộ liên hệ trực tiếp.",31.0,1 phòng,1 phòng,1.35,31.3,,,Sổ đỏ/ Sổ hồng.,Cơ bản.,21.0024147033691 105.964111328125
"Bán căn 2PN + 1 căn góc, Solapark Vinhomes Smart City, 4,3 tỷ ký mới CĐT","['Dự án Imperia Sola Park', 'Phường Tây Mỗ']",Nam Từ Liêm,Hà Nội.,"- CĐT bán mới căn 2pn + 1 góc tòa G2 mặt ngoài phân khu Sola Park.- Căn hộ tầng 32 diện tích thông thủy 64,4m².- Ký HĐMB trực tiếp CĐT giá gốc f0, bàn giao quý 2/ 2027.Ac quan tâm LH em Văn Anh ngay nhé, căn còn lại rẻ nhất tòa.- Lh 0988 148 *** zalo.",64.0,2 phòng,2 phòng,4.3,,,,,,21.008852005004883 105.7439193725586
"Bán căn TT Bắc Thành Công DT sử dụng 100m2, sổ đỏ 38m2 tầng 2 sửa mới 100%","['Đường Thành Công', 'Phường Thành Công']",Ba Đình,Hà Nội,"Căn hộ lý tưởng gần chợ, trường mầm non, cấp 1,2 trong bán kính 100m² gồm 4 phòng ngủ đều có cửa sổ thoáng, phòng khách phòng giặt bếp riêng biệt. Hai phòng tắm và vệ sinh. Sàn gỗ sạch đẹp. Khu vực an ninh tốt, dân cư thân thiện. Gần hồ Thành Công.Giá 3.5 tỷ, có thương lượng với KH thiện chí.(Miễn tiếp báo và trung gian).Liên hệ xem nhà 0963 658 *** Anh Sơn.",100.0,4 phòng,2 phòng,3.5,12.5,,,Sổ đỏ/ Sổ hồng,"Tủ bếp, bếp từ",21.0219033 105.8157732
Bán chung cư vip Hà Đông 2.79 tỷ 76.6m2 2 ban công 2 ngủ đều hướng đông nam thoáng mát quanh năm,['Phường Kiến Hưng'],Hà Đông,Hà Nội,"- Vị trí gần ngã 3 đường 70 giao Đại lộ Chu Văn An, chếch đối diện bệnh viện K3 Tân Triều, hàng xóm CT6.- Căn hộ diện tích 76.6m², được bố trí 2 PN 2 VS, 2 ban công thoáng mát, phòng khách rộng đẹp, ban công hướng Đông Nam thoáng mát quanh năm.- Toàn bộ sàn được gia chủ lát bằng gỗ tự nhiên cực sang và đẹp. Chủ tặng lại toàn bộ nội thất còn mới: Tivi, tủ lạnh, máy giặt.- Chung cư Sông Nhuệ gồm 2 block A & B, bể bơi 4 mùa ngoài trời.",76.6,2 phòng,2 phòng,2.79,,,Đông - Nam,Sổ đỏ/ Sổ hồng,"Hủ tặng lại toàn bộ nội thất còn mới: Tivi, tủ lạnh, máy giặt.",20.9550707954785480 105.7899997592774500
Bán nhà tập thể tầng 1 Hoàn Kiếm,['Phường Chương Dương'],Hoàn Kiếm,Hà Nội,"Nhà tập thể tầng 1 Quận Hoàn Kiếm chính chủ cho thuê hoặc bán tùy duyên.Nhà ở trung tâm HN đi lại thuận tiện, vị trí đắc địa, thế đất cao, không bao giờ ngập lụt, lại được tận hưởng gió từ sông Hồng nên mùa hè lúc nào cũng thoáng mát, không khí trong lành.Xung quanh là Khu tập thể của cán bộ các bộ ngành nên yên tĩnh, an ninh tốt. Ngày Tết đều được hỗ trợ tiền từ quỹ trông xe.Trước cửa nhà thoáng đãng, ngõ thông, để xe trước cửa cả ngày đêm không ảnh hưởng đến ai. Ô tô tải vào sân đỗ cách cửa nhà có 6m.Nhà nở hậu nên khách trước thuê kinh doanh online đều làm ăn rất phát Lộc.Hàng xóm nhiều người muốn mua nhưng không đủ tài chính nên chính chủ muốn bán cho người có nhu cầu để ở và đủ tài chính, có gia Lộc cho khách.Sổ đỏ 20,5m², thực tế sử dụng 40m².Giá bán 1, xx tỷ (Không qua MG).Giá thuê thỏa thuận trực tiếp.",20.5,,,1.55,,,,Sổ đỏ,Cơ bản,21.0276022551827 105.859743476199
"Bán căn hộ toà CT1 chung cư 789 Ngoại Giao Đoàn Xuân Đỉnh 71m2, chào 5 tỷ","['Dự án Chung cư 789 Xuân Đỉnh', 'Phường Xuân Đỉnh']",Bắc Từ Liêm,Hà Nội,"- Vị trí giao thông đi lại vô cùng thuận tiện, sắp tới tiếp tục mở đường giá trị lại được nâng cao tương lai sinh lời rất cao.+ Các trường học xung quanh trong khu vực rất nhiều.+ Gần Ngoại Giao Đoàn, Hồ Tây, 5p lên sân bay NB, siêu thị, chợ dân sinh an ninh cực tốt.- Nhà thiết kế 2PN, 2WC, cửa hướng Nam và ban công hướng Bắc.- Chủ để lại toàn bộ nội thất, nhà còn mới đẹp về ở ngay.- Sổ đỏ chính chủ, sẵn sàng giao dịch.Liên hệ A Trà 0986 876 ***",71.0,2 phòng,2 phòng,5.0,41.1,Nam,Bắc,Sổ đỏ/ Sổ hồng,Đầy đủ,21.06801414489746 105.79708099365234
"(Duy nhất) Chỉ 3,7 tỷ sở hữu ngay căn 3PN, DT 97,3m2 tặng gói nội thất xịn xò, nhận nhà ở ngay","['Dự án Hồ Gươm Plaza', 'Đường Trần Phú', 'Phường Mỗ Lao']",Hà Đông,Hà Nội,"Bán căn hộ Hồ Gươm Plaza Hà Đông, mặt đường Trần Phú, Hà Đông.- Căn hộ thuận tiện để ở, cho thuê, phù hợp đầu tư dòng tiền.- Quà tặng cho 5 căn duy nhất trong tháng này:+ Tặng gói nội thất 3 triệu/m².+ Tặng tủ bếp trị giá 7 triệu.+ Chiết khấu thanh toán sớm tới 7% GTCH.+ Quà tặng tân gia: 3 chỉ vàng SJC.- Hỗ trợ tối ưu.+ Thanh toán tiến độ trong 2 năm không mất lãi.+ Nhận nhà ngay khi thanh toán Đợt I.- Diện tích đa dạng: 91m², 97m², 103m², 135m².- Tiện ích ngập tràn:+ 3 tầng hầm để xe, 5 tầng Trung tâm Thương mại.+ Bể bơi 4 mùa nước mặn, rạp chiếu phim CGV, siêu thị BigC, siêu thị Điện Máy Xanh, phòng tập Gym, Khu vui chơi, nhà trẻ, cạnh Ga tàu điện trên cao, gần nhiều Trường Đại học như Kiến Trúc, ĐH Hà Nội, Học Viện An Ninh, HV Mật Mã.Liên hệ tư vấn và đặt lịch: 0923 449 ***",97.3,3 phòng,,3.7,14.4,,,,,20.9792900085449 105.785461425781
Căn 3 ngủ 103 m2 Vinaconex 2 giá chỉ 4x tỷ - toà B,"['Dự án Kim Văn Kim Lũ', 'Đường Nghiêm Xuân Yêm', 'Phường Đại Kim']",Hoàng Mai,Hà Nội,"Chủ nhà nhờ bán căn 3 ngủ 103m² với 3 ngủ 2 vệ sinh đầy đủ nội thất, hướng cực mát view trường ngôi sao. Khu chung cư cao cấp với full tiện ích.- Sân chơi rộng.- Siêu thị với chợ ngay chân toà nhà.- Trường mẫu giáo, cấp 1, cấp 2, cấp 3 ngay cạnh đi bộ 3 bước chân.- Gần trường đại học lớn Bách Khoa, Xây Dựng, Kinh Tế Quốc Dân.- Gần mặt đường Vành Đai 3 nên cực tiện di chuyển, gần các bến xe lớn Giáp Bát, Nước Ngầm,...Chủ nhà thiện chí, sổ đỏ cất két.",103.0,3 phòng,2 phòng,,19.9,,,Sổ đỏ/ Sổ hồng,Đầy đủ,20.973291397094727 105.82000732421875
"Siêu hiếm, bán nhanh căn góc, The Legend, giá tốt nhất thị trường, LH 0985 542 ***","['Dự án Legend Tower 109 Nguyễn Tuân', 'Đường Nguyễn Tuân', 'Phường Nhân Chính']",Thanh Xuân,Hà Nội,"Chủ nhà chuyển nhà to hơn, cần thêm tiền, bán gấp căn hộ tại dự án The Legend - 109 Nguyễn Tuân, giá cực tốt, 0985 542 ***.DT 114m² tim tường, thông thủy 107m², 3 ngủ,2vs, CĂN GÓC, THIẾT KẾ THoángNội thất cao cấp, hiện đại, khách đến xem là thích.Chung cư cao cấp, ngay mặt đường Nguyễn Tuân, thuận tiện đi lại.Tiện ích: Bể bơi, phòng gym, siêu thị, trường mầm non, khu vui chơi, ngân hàng, nhà hàng...Giá bán chỉ 7.92 tỷ.Anh chị quan tâm liên hệ ngay em Nam O985.542,625 để xem nhà, tư vấn và hỗ trợ các thủ tục miễn phí.",112.0,3 phòng,2 phòng,7.92,18.2,,,,Nội thất cao cấp.,21.004613876342773 105.8040771484375
Duy nhất căn 3PN tầng đẹp chỉ 73tr/m2 DT 139m chung cư Sky City 88 Láng Hạ. LH 0936 530 ***,"['Dự án Sky City Towers-88 Láng Hạ', 'Phố Láng Hạ', 'Phường Láng Hạ']",Đống Đa,Hà Nội,"Chính chủ gửi bán căn hộ 3 ngủ tầng đẹp, nhà rất mới chung cư Sky City 88 Láng Hạ, Đống Đa, HN.Căn hộ 3 ngủ 139m², 2WC.Đã sẵn sổ, sẵn slot ô tô.Giá bán chỉ 73tr/m² có thương lượng cho khách thiện chí cọc luôn trong tháng này.Tiện ích, dịch vụ đầy đủ, thuận tiện.An ninh nghiêm ngặt, cư dân văn minh.Vị trí thuận tiện giao thông.Vui lòng liên hệ chúng tôi: 0936 530 ***Ms Hạnh).",139.0,3 phòng,2 phòng,,37.3,,,Sổ đỏ/ Sổ hồng,Đầy đủ.,21.01249122619629 105.81131744384766
Em Huyền được chủ nhà gửi bán quỹ căn hộ 2 - 3PN Mipec Rubik giá tốt nhất TT. LH: 0989 379 ***,"['Mipec Rubik 360', '122-124', 'Đường Xuân Thủy', 'Phường Dịch Vọng Hậu']",Cầu Giấy,Hà Nội,"Tọa lạc tại số 122-124 Xuân Thủy, Cầu Giấy, Hà Nội, không cần phải phân tích nhiều. Đây chính là vị trí đắc địa, có giá trị cao ở thời điểm hiện tại khi Xuân Thủy là trục đường lớn. Quan trọng, đây là điểm giao cũng những dự án lớn và tổ hợp thương mại sầm uất nhất hiện nay.Tiện ích.Mipec Rubik 360 sở hữu vị trí đắc địa hiếm có, tâm điểm của tâm điểm thừa hưởng toàn bộ đầy đủ những tiện ích ngoại khu: Công viên cầu giấy, Khu văn phòng cao cấp, các trung tâm thương mại, hệ thống giao thông thuận lợi với rất nhiều các tuyến xe công cộng, các bến xe lớn.Không những thế tại Mipec 122 Xuân Thủy còn được tích hợp đầy đủ những tiện ích nội khu đẳng cấp bậc nhất giúp cho cư dân có được một cuộc sống hạnh phúc, vui vẻ và đầy đủ như:* Trung tâm tổ chức sự kiện và tiệc cưới.* Quảng trường trung tâm.* Trung tâm thương mại.* Trường học nội khu.Với quỹ căn hộ cho thuê - chuyển nhượng giá rất tốt thời điểm khởi đầu hiện nay.- Căn 2N - 1WC: CB/Full đồ giá chỉ từ 4,2 tỷ.- Căn 2N - 2WC: 70m² - 75m² - 77m² - 83m² - 85m² giá chỉ từ 5tỷ5 - 7 tỷ - Căn 3PN - 2WC: 95m² - 107m² - 110m² giá chỉ từ  7,8 tỷ.- Căn 4PN: 123m² giá chỉ từ 9 tỷ.Và nhiều quỹ căn ngoại giao, giá ưu đãi tốt nhất.LH/ zalo: 0989 379 *** em Huyền để xem nhà trực tiếp và trao đổi thêm nhiều thông tin chi tiết.",77.0,2 phòng,2 phòng,5.7,30.6,Đông,Tây,Sổ đỏ/ Sổ hồng,Cơ bản,21.0371532440186 105.786338806152
